,HadCRUT5,NOAAGlobalTemp,BerkeleyEarth,ClimTrace_GMST,HadCRUT5_1sigma,ClimTrace_GMST_1sigma
1967,0.245090087668127,0.2633855286552927,0.2549845829820978,0.25448673310183917,0.019240296742525653,0.02560324488148416
1968,0.21016666352148286,0.21864831803630966,0.19454111946684483,0.20778536700821246,0.0199142927264614,0.026113524934715252
1969,0.2624680380150997,0.28664292994019347,0.26565454437382713,0.27158850410970675,0.018074579651941095,0.024739190757079442
1970,0.2530332480568089,0.2872825221916098,0.2578827685593405,0.2660661796025864,0.018290299866131187,0.024897232756147823
1971,0.20079205597917957,0.24614546350757624,0.200164104823671,0.21570054143680895,0.017216952253458276,0.02411971340249846
1972,0.25075019489247297,0.2994228391986533,0.2573371662179693,0.2691700667696985,0.016908604194556,0.023900586300945808
1973,0.3495686805848144,0.39037084492348817,0.3484854168796907,0.36280831412933107,0.016274493975903616,0.02345626321246683
1974,0.2457932467863979,0.2654868618446428,0.2508752192140236,0.25405177594835476,0.016822436412315928,0.023839704204692107
1975,0.30480198395495905,0.31913161848515825,0.31498699193928476,0.3129735314598007,0.018094997768853188,0.024754112263937148
1976,0.1947792057371404,0.24635562508706968,0.21508734279751107,0.2187407245405737,0.01785976796073181,0.02458268580387392
1977,0.394887431350065,0.39011640133103814,0.4387850987784822,0.4079296438198618,0.01920205934850513,0.02557452273150596
1978,0.32145159138614815,0.3184646968665595,0.33504901635210804,0.32498843486827184,0.017783394020526547,0.02452725489348739
1979,0.4104114483259083,0.41294538057355173,0.4124427981533427,0.4119332090176009,0.012717319277108431,0.021143966972087227
1980,0.5137788803476814,0.5194298777229843,0.5335022564153429,0.5222370048286694,0.014845185185185185,0.022488144719012358
1981,0.5727304881495104,0.5700694803069046,0.5857417170938196,0.5761805618500783,0.013663891120035698,0.02172645968078997
1982,0.3570018111798788,0.3847909125638978,0.3721735285727254,0.37132208410550066,0.01757113685854529,0.024373797000519445
1983,0.5550318481358031,0.5597694356946662,0.565867158959832,0.5602228142634337,0.015959629629629636,0.023238909346949867
1984,0.48987718041548695,0.5172952459004309,0.4980457614427734,0.5017393959195636,0.016266560240963856,0.023450759301005753
1985,0.4535541102660357,0.4530382665906927,0.45245289790830867,0.4530150915883457,0.015201387327086119,0.022724860976228133
1986,0.44644837273378934,0.4655261346841813,0.463711680140159,0.45856206251937653,0.013957596162427484,0.021912362272338694
1987,0.4932743953505172,0.48532793417824743,0.5127185095117773,0.4971069463468473,0.01376210620258813,0.02178836149994112
1988,0.6075475552602625,0.6207321683070032,0.6219523633591617,0.6167440289754759,0.015669991075412764,0.023040958096926384
1989,0.5765226766859411,0.577917159974508,0.5708354424142431,0.575091759691564,0.015507311468094597,0.02293063101376192
1990,0.6680156055140672,0.6517200689955059,0.679474190198051,0.6664032882358747,0.016070352521195895,0.02331508867399627
1991,0.626762748684795,0.5995109523353603,0.650131321568904,0.6254683408630197,0.015555718429272647,0.022963394905188002
1992,0.5652821772725204,0.5465554458480169,0.5914873367731458,0.5677749866312277,0.015178371262829093,0.022709471238077688
1993,0.6429994625136652,0.6145259871420139,0.6786069555334621,0.6453774683963803,0.01672934181169121,0.023774103709145407
1994,0.6029856657967686,0.5825439701329054,0.6244857384031213,0.6033384581109317,0.015679087460954925,0.023047145448603295
1995,0.6753441065593443,0.666531046772889,0.7144473622257818,0.6854408385193383,0.014819446675591246,0.022471162174918638
1996,0.6273989666554944,0.5963604802031575,0.6492796565480917,0.6243463678022478,0.014952862561356542,0.02255937119025306
1997,0.7056413460002173,0.6643364350046691,0.7301144219137838,0.7000307343062234,0.014376472556894242,0.022181525937138208
1998,0.8215940646802334,0.7702430057267597,0.84414838595082,0.811995152119271,0.015293589915216422,0.022786641310548843
1999,0.7160334882010214,0.6996093566179787,0.7341114931045332,0.7165847793078445,0.0141232574743418,0.022018254504100755
2000,0.717207907593501,0.6937978458132857,0.7304554641728997,0.7138204058598956,0.014661717983043278,0.022367456358180212
2001,0.8215078553493482,0.7759122979038217,0.8153235839121069,0.8042479123884257,0.013927733154841583,0.02189335242838052
2002,0.839006995485971,0.8096692862800204,0.8741955309019726,0.8409572708893213,0.013692391789379732,0.021744395200480406
2003,0.8073236902684688,0.7887779517300103,0.8310683063423738,0.8090566494469509,0.014693239625167347,0.02238813123964101
2004,0.7595782598843338,0.7453699119675264,0.7695402660295118,0.7581628126271239,0.014740020080321282,0.022418860847266
2005,0.8821492516912622,0.8622426928777229,0.91606718031422,0.8868197082944015,0.013903266398929042,0.0218777957363257
2006,0.9075907463791678,0.8838369539332435,0.921631987664305,0.9043532293255722,0.01364555332440873,0.0217149316197423
2007,0.8925933258019055,0.8410169371182872,0.9048223792219493,0.879477547380714,0.013542235609103085,0.021650156466253574
2008,0.8542156798527949,0.827705974957967,0.8567868689407456,0.8462361745838359,0.014722228915662649,0.022407167468601986
2009,0.921130235070737,0.8858236021557336,0.9347736262851972,0.9139091545038892,0.014067835787594817,0.02198274626764216
2010,0.9703444680007972,0.9187903455280028,0.9770992668469779,0.9554113601252592,0.013964948683623381,0.021917046367086877
2011,0.9135114221298611,0.8867706030787222,0.940079686018358,0.9134539037423138,0.014143931280678262,0.022031521095769824
2012,0.9267255699818455,0.8973560178792662,0.9404251546968799,0.9215022475193305,0.014614812583668016,0.022336738270762425
2013,0.946062799554224,0.8958098612965042,0.9329283230383817,0.9249336612963699,0.015658879964301663,0.023033402950003064
2014,0.9891064366353222,0.9657541630979024,1.0019464416597978,0.9856023471310076,0.015156967871485946,0.022695171397855953
2015,1.069358232266321,1.0526724679047925,1.0818334938172185,1.067954731329444,0.015094741186970087,0.022653660658322153
2016,1.1736859252107708,1.1593472427284155,1.2117432174951122,1.1815921284780992,0.013906102186523871,0.02187959797946127
2017,1.153782666868266,1.1438361941747661,1.1777692247415947,1.1584626952615422,0.013565149486836243,0.021664496539754052
2018,1.1005163620726253,1.1066031720448144,1.129647085418967,1.1122555398454688,0.014101738063364566,0.02200445741499996
2019,1.1655347112085135,1.152719648594868,1.2092970466019064,1.1758504688017626,0.015299116465863431,0.022790350904645047
2020,1.23675226294291,1.2248329703023073,1.2699865690922538,1.2438572674458237,0.015449544846050885,0.02289160469846837
2021,1.1350467501639907,1.1358771178674618,1.1682139192558565,1.146379262429103,0.016264100847835788,0.02344905341606297
2022,1.1870587050839312,1.1823541672076403,1.2194575758000332,1.1962901493638682,0.016085528781793854,0.023325551781484617
2023,1.4120089802551083,1.3914405955584126,1.447327854787421,1.416925810200314,0.01725216421240514,0.02414486073127353
